"","wojewodztwo_nazwa","powiat_nazwa","gmina_nazwa","zaszczepieni_pelna_dawka","przyrost_zaszczepionych_od_2021_08_01","liczba_ludnosci","zaszczepieni_pacjenci_jedna_dawka","zaszczepieni_pelna_dawka","grupa_wiekowa_12_19","grupa_wiekowa_20_39","grupa_wiekowa_40_59","grupa_wiekowa_60_69","grupa_wiekowa_70_plus"
"830","małopolskie","krakowski","Liszki (w)","10203","13.01","17495","10408","10203","691","2890","3502","1703","1703"
"831","małopolskie","krakowski","Michałowice (w)","7242","12.05","10909","7394","7242","647","1941","2648","1051","1051"
"832","małopolskie","krakowski","Mogilany (w)","9213","11.79","14423","9393","9213","780","2544","3382","1266","1266"
"833","małopolskie","krakowski","Skała (m-w)","6773","11.01","10553","6917","6773","510","1894","2235","1061","1061"
"834","małopolskie","krakowski","Skawina (m-w)","27183","12.6","43751","27734","27183","1862","7493","8801","4472","4472"
"835","małopolskie","krakowski","Słomniki (m-w)","7724","11.79","13557","7893","7724","511","1980","2635","1298","1298"
"836","małopolskie","krakowski","Sułoszowa (w)","3284","12.4","5807","3364","3284","199","915","1068","534","534"
"837","małopolskie","krakowski","Świątniki Górne (m-w)","5984","12.08","10302","6095","5984","432","1767","2058","932","932"
"838","małopolskie","krakowski","Wielka Wieś (w)","8590","11.35","13162","8776","8590","650","2530","3055","1230","1230"
"839","małopolskie","krakowski","Zabierzów (w)","17370","11.52","27065","17678","17370","1235","4563","6034","2673","2673"
"840","małopolskie","krakowski","Zielonki (w)","15960","11.73","23690","16273","15960","1432","4407","5755","2087","2087"
"841","małopolskie","Kraków","Kraków (m)","555503","11.89","779966","567086","555503","33396","182120","160080","73962","73962"
"842","małopolskie","limanowski","Dobra (w)","4242","11.96","10037","4337","4242","185","1281","1391","771","771"
"843","małopolskie","limanowski","Jodłownik (w)","3666","9.83","8717","3742","3666","184","1119","1203","587","587"
"844","małopolskie","limanowski","Kamienica (w)","3209","12.67","7883","3275","3209","221","1073","1131","459","459"
"845","małopolskie","limanowski","Laskowa (w)","2876","9.77","8195","2939","2876","109","937","956","488","488"
"846","małopolskie","limanowski","Limanowa (m)","7546","9.72","15067","7696","7546","409","2042","2334","1238","1238"
"847","małopolskie","limanowski","Limanowa (w)","10083","9.67","25797","10277","10083","538","3280","3650","1520","1520"
"848","małopolskie","limanowski","Łukowica (w)","3598","9.05","10133","3691","3598","188","1143","1241","523","523"
"849","małopolskie","limanowski","Mszana Dolna (m)","4014","10.57","7899","4082","4014","256","1107","1315","591","591"
"850","małopolskie","limanowski","Mszana Dolna (w)","7292","10.89","17618","7439","7292","361","2296","2467","1160","1160"
"851","małopolskie","limanowski","Niedźwiedź (w)","2738","12.86","7379","2788","2738","146","917","894","451","451"
"852","małopolskie","limanowski","Słopnice (w)","2412","9.8","6815","2472","2412","108","951","833","302","302"
"853","małopolskie","limanowski","Tymbark (w)","2804","11.14","6608","2860","2804","143","918","942","465","465"
"854","małopolskie","miechowski","Charsznica (w)","4322","11.18","7377","4439","4322","251","1063","1331","799","799"
"855","małopolskie","miechowski","Gołcza (w)","3506","11.68","6034","3579","3506","187","903","1133","647","647"
"856","małopolskie","miechowski","Kozłów (w)","2702","12.44","4557","2781","2702","182","656","903","458","458"
"857","małopolskie","miechowski","Książ Wielki (w)","3183","11.43","5030","3263","3183","212","757","956","620","620"
"858","małopolskie","miechowski","Miechów (m-w)","11780","11.35","19494","12067","11780","637","2928","3871","2010","2010"
"859","małopolskie","miechowski","Racławice (w)","1407","12.27","2485","1448","1407","74","402","411","268","268"
"860","małopolskie","miechowski","Słaboszów (w)","2111","12.19","3487","2165","2111","134","509","651","395","395"
"861","małopolskie","myślenicki","Dobczyce (m-w)","7991","13.08","15346","8106","7991","533","2313","2681","1389","1389"
"862","małopolskie","myślenicki","Lubień (w)","4424","10.41","10080","4503","4424","266","1427","1431","671","671"
"863","małopolskie","myślenicki","Myślenice (m-w)","24152","12.56","44519","24581","24152","1639","6894","8066","3795","3795"
"864","małopolskie","myślenicki","Pcim (w)","5451","12.52","11147","5535","5451","381","1606","1823","900","900"
"865","małopolskie","myślenicki","Raciechowice (w)","2983","11.39","6471","3036","2983","159","906","968","504","504"
"866","małopolskie","myślenicki","Siepraw (w)","4699","10.69","9070","4783","4699","317","1397","1617","769","769"
"867","małopolskie","myślenicki","Sułkowice (m-w)","8261","12.38","15061","8399","8261","576","2509","2800","1336","1336"
"868","małopolskie","myślenicki","Tokarnia (w)","4313","12.44","8860","4369","4313","292","1319","1475","666","666"
"869","małopolskie","myślenicki","Wiśniowa (w)","3529","13.64","7418","3583","3529","217","1050","1183","604","604"
"870","małopolskie","nowosądecki","Chełmiec (w)","12488","10.01","28959","12746","12488","704","3865","4470","2007","2007"
"871","małopolskie","nowosądecki","Gródek nad Dunajcem (w)","3859","10.44","9243","3926","3859","229","1164","1266","631","631"
"872","małopolskie","nowosądecki","Grybów (m)","3215","12.13","5986","3270","3215","164","883","976","553","553"
"873","małopolskie","nowosądecki","Grybów (w)","10844","11.49","25618","11048","10844","551","3511","3760","1673","1673"
"874","małopolskie","nowosądecki","Kamionka Wielka (w)","4401","10.79","10485","4482","4401","253","1396","1565","657","657"
"875","małopolskie","nowosądecki","Korzenna (w)","6427","11.38","14546","6583","6427","332","2101","2180","1011","1011"
"876","małopolskie","nowosądecki","Krynica-Zdrój (m-w)","8499","9.15","16596","8651","8499","430","2240","2625","1542","1542"
"877","małopolskie","nowosądecki","Łabowa (w)","2306","10.89","6115","2353","2306","127","775","832","332","332"
"878","małopolskie","nowosądecki","Łącko (w)","7154","11.68","16579","7283","7154","487","2131","2470","1081","1081"
"879","małopolskie","nowosądecki","Łososina Dolna (w)","4489","11.95","11165","4595","4489","226","1376","1573","652","652"
"880","małopolskie","nowosądecki","Muszyna (m-w)","6003","9.74","11535","6110","6003","387","1621","1949","1017","1017"
"881","małopolskie","nowosądecki","Nawojowa (w)","3191","9.4","8788","3285","3191","161","998","1153","515","515"
"882","małopolskie","nowosądecki","Piwniczna-Zdrój (m-w)","3787","9.13","10520","3876","3787","127","1132","1317","694","694"
"883","małopolskie","nowosądecki","Podegrodzie (w)","5084","9.95","13391","5174","5084","259","1610","1792","761","761"
"884","małopolskie","nowosądecki","Rytro (w)","1570","9.67","3752","1593","1570","74","436","528","288","288"
"885","małopolskie","nowosądecki","Stary Sącz (m-w)","10093","9.8","23793","10277","10093","520","2896","3431","1742","1742"
"886","małopolskie","nowotarski","Czarny Dunajec (w)","5791","8.06","22592","5877","5791","319","1792","1825","958","958"
"887","małopolskie","nowotarski","Czorsztyn (w)","3528","9.53","7664","3587","3528","205","977","1148","579","579"
"888","małopolskie","nowotarski","Jabłonka (w)","6560","12.87","18721","6660","6560","308","2351","2264","921","921"
"889","małopolskie","nowotarski","Krościenko nad Dunajcem (w)","3392","9.97","6749","3446","3392","186","916","1134","546","546"
"890","małopolskie","nowotarski","Lipnica Wielka (w)","2045","13.26","6012","2081","2045","77","752","704","277","277"
"891","małopolskie","nowotarski","Łapsze Niżne (w)","3804","9.1","9355","3871","3804","212","1085","1261","613","613"
"892","małopolskie","nowotarski","Nowy Targ (m)","15828","9.04","33257","16136","15828","920","3981","5053","2608","2608"
"893","małopolskie","nowotarski","Nowy Targ (w)","8597","8.27","24131","8746","8597","447","2528","2772","1369","1369"
"894","małopolskie","nowotarski","Ochotnica Dolna (w)","3428","12.28","8503","3521","3428","198","1126","1201","535","535"
"895","małopolskie","nowotarski","Raba Wyżna (w)","5403","10.47","14789","5512","5403","332","1595","1813","890","890"
"896","małopolskie","nowotarski","Rabka-Zdrój (m-w)","7835","9.52","16987","8033","7835","381","2083","2490","1320","1320"
"897","małopolskie","nowotarski","Spytkowice (w)","1645","10.14","4626","1688","1645","83","520","539","280","280"
"898","małopolskie","nowotarski","Szaflary (w)","3076","7.6","11115","3141","3076","160","896","999","490","490"
"899","małopolskie","nowotarski","Szczawnica (m-w)","3557","9.7","7145","3636","3557","209","895","1148","662","662"
"900","małopolskie","Nowy Sącz","Nowy Sącz (m)","42626","9.72","83558","43455","42626","2341","10500","13723","7752","7752"
"901","małopolskie","olkuski","Bolesław (w)","4411","10.78","7727","4500","4411","288","955","1438","774","774"
"902","małopolskie","olkuski","Bukowno (m)","5921","10.9","9976","6035","5921","308","1290","1836","1248","1248"
"903","małopolskie","olkuski","Klucze (w)","9096","10.73","14909","9304","9096","567","2034","3050","1605","1605"
"904","małopolskie","olkuski","Olkusz (m-w)","29665","10.96","48206","30268","29665","1888","6820","9029","6040","6040"
"905","małopolskie","olkuski","Trzyciąż (w)","4050","12.6","7039","4126","4050","241","1113","1317","629","629"
"906","małopolskie","olkuski","Wolbrom (m-w)","13247","12.04","22614","13638","13247","769","3351","4494","2295","2295"
"907","małopolskie","oświęcimski","Brzeszcze (m-w)","12570","10.47","21103","12806","12570","810","2896","3963","2636","2636"
"908","małopolskie","oświęcimski","Chełmek (m-w)","7813","10.65","12837","7948","7813","526","1781","2562","1377","1377"
"909","małopolskie","oświęcimski","Kęty (m-w)","19339","11.43","33990","19686","19339","1189","4710","6226","3502","3502"
"910","małopolskie","oświęcimski","Osiek (w)","4607","10.69","8271","4670","4607","288","1127","1572","827","827"
"911","małopolskie","oświęcimski","Oświęcim (m)","23435","10.18","37569","23856","23435","1411","5205","7045","4162","4162"
"912","małopolskie","oświęcimski","Oświęcim (w)","11512","11.12","18629","11765","11512","804","2937","3965","1945","1945"
"913","małopolskie","oświęcimski","Polanka Wielka (w)","2711","15.22","4318","2748","2711","165","744","916","422","422"
"914","małopolskie","oświęcimski","Przeciszów (w)","4362","11","6739","4426","4362","322","1035","1409","782","782"
"915","małopolskie","oświęcimski","Zator (m-w)","5628","12.43","9231","5723","5628","356","1446","1907","975","975"
"916","małopolskie","proszowicki","Koniusza (w)","4886","14.58","8987","4985","4886","318","1344","1588","871","871"
"917","małopolskie","proszowicki","Koszyce (m-w)","2819","11.11","5400","2864","2819","147","722","849","541","541"
"918","małopolskie","proszowicki","Nowe Brzesko (m-w)","3120","14.73","5676","3181","3120","195","793","985","571","571"
"919","małopolskie","proszowicki","Pałecznica (w)","2010","11.49","3568","2052","2010","137","545","609","343","343"
"920","małopolskie","proszowicki","Proszowice (m-w)","9336","12.96","16097","9536","9336","559","2429","3081","1554","1554"
"921","małopolskie","proszowicki","Radziemice (w)","1806","13.19","3329","1856","1806","118","486","605","288","288"
"922","małopolskie","suski","Budzów (w)","4530","12.75","8902","4610","4530","312","1402","1511","715","715"
"923","małopolskie","suski","Bystra-Sidzina (w)","3361","14.02","6895","3417","3361","214","1014","1198","477","477"
"924","małopolskie","suski","Jordanów (m)","3119","13.33","5152","3175","3119","203","768","967","575","575"
"925","małopolskie","suski","Jordanów (w)","5395","12.25","11240","5517","5395","369","1602","1786","867","867"
"926","małopolskie","suski","Maków Podhalański (m-w)","8570","13.55","15952","8729","8570","582","2332","2776","1408","1408"
"927","małopolskie","suski","Stryszawa (w)","6828","11.49","11926","6950","6828","473","1908","2192","1108","1108"
"928","małopolskie","suski","Sucha Beskidzka (m)","5662","12.49","9044","5761","5662","367","1458","1784","992","992"
"929","małopolskie","suski","Zawoja (w)","5069","14.17","9039","5181","5069","371","1387","1677","796","796"
"930","małopolskie","suski","Zembrzyce (w)","3042","11.58","5611","3107","3042","160","879","971","497","497"
"931","małopolskie","tarnowski","Ciężkowice (m-w)","5013","12.08","11237","5121","5013","261","1514","1606","841","841"
"932","małopolskie","tarnowski","Gromnik (w)","3302","11.85","8952","3369","3302","135","1048","1095","544","544"
"933","małopolskie","tarnowski","Lisia Góra (w)","6285","10.98","15432","6440","6285","353","1832","2254","953","953"
"934","małopolskie","tarnowski","Pleśna (w)","5642","14.86","11930","5745","5642","377","1553","1964","858","858"
"935","małopolskie","tarnowski","Radłów (m-w)","4125","11.12","9604","4228","4125","193","1195","1396","718","718"
"936","małopolskie","tarnowski","Ryglice (m-w)","4647","11.35","11623","4739","4647","238","1346","1607","709","709"
"937","małopolskie","tarnowski","Rzepiennik Strzyżewski (w)","2688","10.87","6750","2732","2688","124","735","919","441","441"
"938","małopolskie","tarnowski","Skrzyszów (w)","6574","11.25","14326","6695","6574","396","1839","2236","1123","1123"
"939","małopolskie","tarnowski","Szerzyny (w)","3285","10.76","7888","3338","3285","133","887","1126","576","576"
"940","małopolskie","tarnowski","Tarnów (w)","12848","11.02","26224","13078","12848","777","3479","4466","2113","2113"
"941","małopolskie","tarnowski","Tuchów (m-w)","7485","11.79","17809","7629","7485","361","2066","2517","1285","1285"
"942","małopolskie","tarnowski","Wierzchosławice (w)","5122","13.3","10793","5243","5122","283","1368","1702","925","925"
"943","małopolskie","tarnowski","Wietrzychowice (w)","1627","12","3924","1656","1627","75","413","529","309","309"
"944","małopolskie","tarnowski","Wojnicz (m-w)","6075","12.17","13340","6225","6075","316","1774","2032","998","998"
"945","małopolskie","tarnowski","Zakliczyn (m-w)","4921","11.83","12536","5042","4921","211","1393","1677","826","826"
"946","małopolskie","tarnowski","Żabno (m-w)","8147","9.99","18862","8336","8147","412","2182","2682","1425","1425"
"947","małopolskie","Tarnów","Tarnów (m)","59100","10.41","107498","60153","59100","3261","13396","17771","10754","10754"
"948","małopolskie","tatrzański","Biały Dunajec (w)","2018","9.25","7166","2060","2018","80","640","711","331","331"
"949","małopolskie","tatrzański","Bukowina Tatrzańska (w)","4690","9.97","13455","4757","4690","270","1378","1536","741","741"
"950","małopolskie","tatrzański","Kościelisko (w)","3244","10.12","8867","3331","3244","204","972","1077","552","552"
"951","małopolskie","tatrzański","Poronin (w)","3819","9.55","11715","3883","3819","220","1137","1310","574","574"
"952","małopolskie","tatrzański","Zakopane (m)","13832","10.73","26846","14149","13832","763","3404","4267","2494","2494"
"953","małopolskie","wadowicki","Andrychów (m-w)","22915","11.41","43285","23370","22915","1489","5537","7528","4104","4104"
"954","małopolskie","wadowicki","Brzeźnica (w)","5840","14.65","10521","5946","5840","401","1604","1985","992","992"
"955","małopolskie","wadowicki","Kalwaria Zebrzydowska (m-w)","11019","10.73","20022","11196","11019","647","3141","3748","1783","1783"
