county,Kod,population,WOJ.x,Feminization_index,w.wieku.przedprodukcyjnym.2021....,Working_age_population_share,w.wieku.poprodukcyjnym.2021....,Doctors_and_staff_per_10_thousand_people_in_2020,Population_per_1_square_km_in_2021,zaszczepieni_pelna_dawka,liczba_ludnosci,Fully_vaccinated_population,ludność,WOJ.y,Frekwencja,X..głosów.nieważnych,W.tym.z.powodu.postawienia.znaku..X..obok.nazwiska.dwóch.lub.większej.liczby.kandydatów.z.różnych.list,W.tym.z.powodu.niepostawienia.znaku..X..obok.nazwiska.żadnego.kandydata,W.tym.z.powodu.postawienia.znaku..X..wyłącznie.obok.nazwiska.kandydata.na.liście.której.rejestracja.została.unieważniona,X..głosów.ważnych,KOALICYJNY.KOMITET.WYBORCZY.KOALICJA.OBYWATELSKA.PO..N.IPL.ZIELONI...ZPOW.601.6.19,KOMITET.WYBORCZY.AKCJA.ZAWIEDZIONYCH.EMERYTÓW.RENCISTÓW...ZPOW.601.21.19,KOMITET.WYBORCZY.KONFEDERACJA.WOLNOŚĆ.I.NIEPODLEGŁOŚĆ...ZPOW.601.5.19,KOMITET.WYBORCZY.POLSKIE.STRONNICTWO.LUDOWE...ZPOW.601.19.19,KOMITET.WYBORCZY.PRAWICA...ZPOW.601.20.19,Votes_on_PiS_commission,KOMITET.WYBORCZY.SKUTECZNI.PIOTRA.LIROYA.MARCA...ZPOW.601.17.19,KOMITET.WYBORCZY.SOJUSZ.LEWICY.DEMOKRATYCZNEJ...ZPOW.601.1.19,KOMITET.WYBORCZY.WYBORCÓW.KOALICJA.BEZPARTYJNI.I.SAMORZĄDOWCY...ZPOW.601.10.19,KOMITET.WYBORCZY.WYBORCÓW.MNIEJSZOŚĆ.NIEMIECKA...ZPOW.601.15.19,Higher_education_population_share_in_2011,średnie,zasadnicze_zawodowe,podstawowe,Health_exp,Health_expenditure_per_1_person
M.Opole,1661000,127561,16,113,16.5,57.3,26.2,136.7,854,81086,127839,63.43,127561,16,65.89,0.68,60.86,39.14,0,99.32,39.42,0,5.99,8.74,0,26.25,0,16.19,0,3.4,0.3184665369768697,0.3991729729179186,0.15165558192355091,0.13070490818166078,0,0
M.Ostrołęka,1461000,51380,14,110,18.5,57.4,24.1,84,1525,28144,51656,54.48,51380,14,60.43,1.06,44.14,55.86,0,98.94,20.3,0.38,7.44,9.61,0,50.4,0,10.6,1.26,0,0.2419052201106567,0.4026220832331008,0.15924945874428675,0.19622323791195573,0,0
M.Piekary Śląskie,2471000,54468,24,108,16.7,58.4,24.8,79.9,1356,33376,54702,61.01,54468,24,61.67,1.1,63.41,36.59,0,98.9,39.96,0,5.53,3.21,0,43.99,0,7.31,0,0,0.1366818049247948,0.3314653556101829,0.3153826923878172,0.2164701470772051,0,0
M.Piotrków Trybunalski,1062000,71655,10,114,17.3,57,25.7,62.6,1060,44271,72250,61.27,71655,10,63.81,0.95,58.09,41.91,0,99.05,23.24,0,6.38,6.1,0,43.85,0,20.42,0,0,0.21795360055857058,0.39658510266907865,0.1789488717509283,0.20651242502142245,0,0
M.Płock,1462000,117573,14,113,17.2,57.3,25.4,103.2,1329,74476,118268,62.97,117573,14,64.17,0.82,58.64,41.36,0,99.18,29.09,0,5.07,12.24,0,40.65,0,11.88,1.08,0,0.22442011181830493,0.39135439438200076,0.1966493199976785,0.18757617380201583,0,0
M.Poznań,3064000,530464,30,114,17.3,57.3,25.4,119,2021,403089,532048,75.76,530464,30,73.95,0.63,50.13,49.87,0,99.37,46.34,0,6.59,5.02,0,24.11,0,17.94,0,0,0.3230075719377179,0.3883473179308829,0.1649062019212122,0.12373890821018699,0,0
M.Przemyśl,1862000,59337,18,114,15.8,58,26.2,81,1272,32084,59779,53.67,59337,18,56.02,0.98,60,40,0,99.02,27.78,0,8.37,6.05,0,47.45,0,10.34,0,0,0,0,0,0,0,0
M.Radom,1463000,208091,14,111,17.3,57.7,25,78.1,1851,116695,209296,55.76,208091,14,64.88,0.61,44.92,55.08,0,99.39,28.23,0,6.16,5.9,0,47.75,0.92,10.14,0.91,0,0.2341414590747331,0.3605149021352313,0.1960131227758007,0.20933051601423489,0,0
M.Ruda Śląska,2472000,135695,24,107,18.1,58.9,22.9,66,1737,83930,136423,61.52,135695,24,60.16,1.02,51.47,48.53,0,98.98,32.87,0,7.61,4.83,0,44.26,0,10.44,0,0,0.13367609254498714,0.32861056091702134,0.31615323022461966,0.22156011631337183,0,0
M.Rybnik,2473000,136464,24,105,18.4,59,22.7,51.6,917,76367,137128,55.69,136464,24,62.49,0.85,55.1,44.9,0,99.15,30.43,0,7.29,5.28,0,45.53,0,9.91,1.58,0,0.1583761998196956,0.3156122394866628,0.32038500291668875,0.20562655777695285,0,0
M.Rzeszów,1863000,198476,18,110,19.2,59.2,21.6,190.2,1539,107007,196638,54.42,198476,18,65.68,0.55,50.91,49.09,0,99.45,26.78,0,9.9,7.35,0,42.96,0.72,12.28,0,0,0,0,0,0,0,0
M.Siedlce,1464000,77645,14,112,20.8,56.1,23.1,142.1,2428,40129,77813,51.57,77645,14,65.2,0.73,51.41,48.59,0,99.27,21.2,0.32,7.69,9.08,0,49.54,0,10.77,1.4,0,0.276134440235351,0.3868783751108245,0.1738373498831305,0.16314983477069397,0,0
M.Siemianowice Śląskie,2474000,65845,24,110,16.7,57.7,25.6,70,2576,40563,66270,61.21,65845,24,63.18,1.06,57.4,42.6,0,98.94,39.12,0,7.58,4.07,0,35.44,0,13.79,0,0,0.16021322911845873,0.34452614799197817,0.2841397987693046,0.21112082412025848,0,0
M.Skierniewice,1063000,47493,10,110,18.3,56.6,25.1,84.1,1359,30475,47655,63.95,47493,10,66.78,0.95,60.94,39.06,0,99.05,27.55,0,6.89,10.18,0,40.64,0,14.73,0,0,0.24534107546092956,0.4044020943447728,0.17377602421896324,0.1764808059753344,0,0
M.Słupsk,2263000,89180,22,113,16,57,27.1,69.8,2059,56840,89780,63.31,89180,22,62.29,0.87,55.65,44.35,0,99.13,36.03,0,6.08,5.97,0,33.24,0,18.69,0,0,0.22729500374010161,0.38423740617503677,0.20846552658051537,0.18000206350434625,0,0
M.Sopot,2264000,35049,22,115,13,54.2,32.8,105.1,2020,23719,35286,67.22,35049,22,74.32,0.49,43.12,56.88,0,99.51,50.11,0,5.6,3.54,0,25.08,0,15.66,0,0,0.3730028418061257,0.41256709820018944,0.10653615408904325,0.10789390590464161,0,0
M.Sosnowiec,2475000,195978,24,112,14.6,56.4,29,96,2139,127022,197586,64.29,195978,24,64.03,0.78,60.08,39.92,0,99.22,30.88,0,5.3,3.48,0,33.53,0,26.8,0,0,0.19341108414727004,0.4032725460013476,0.2217596371385217,0.18155673271286066,0,0
M.Suwałki,2063000,69575,20,109,18.7,60.9,20.4,47.8,1056,34886,69639,50.1,69575,20,56.92,0.76,49.34,50.66,0,99.24,25.21,0.54,7.1,10.31,0,45.58,0.67,9.67,0.92,0,0.20033106424134212,0.3847784845441357,0.16569951270319533,0.24919093851132687,0,0
M.Szczecin,3262000,396472,32,111,16.5,57.3,26.1,111.9,1316,259140,398255,65.07,396472,32,66.56,0.74,50.85,49.15,0,99.26,40.47,0,6.79,4.64,0,32.13,0,15.97,0,0,0.2828325721446516,0.37456719148102174,0.1736638614537615,0.16893637492056515,0,0
M.Świętochłowice,2476000,48817,24,110,17,58.2,24.8,63.1,3650,26888,49108,54.75,48817,24,56.73,1.2,57.71,42.29,0,98.8,36.38,0,7.6,4.91,0,40.02,0,11.1,0,0,0.1295017209914759,0.31296634248885397,0.310864191827023,0.2466677446926471,0,0
M.Świnoujście,3263000,40696,32,108,14.7,57.7,27.6,45.9,200,25526,40948,62.34,40696,32,61.97,0.7,43.57,56.43,0,99.3,33.44,0,5.32,4.36,0,30.18,0,26.7,0,0,0.17822507397966658,0.40221499516568515,0.215317453341537,0.20424247751311125,0,0
M.Tarnobrzeg,1864000,46057,18,109,15,59.1,25.9,67.3,537,26215,46360,56.55,46057,18,58.87,0.79,57.8,42.2,0,99.21,27.8,0,8.02,8.41,0,45.1,0.69,9.97,0,0,0,0,0,0,0,0
M.Tarnów,1263000,106748,12,112,15.5,57.7,26.8,118.4,1463,59100,107498,54.98,106748,12,61.65,0.73,53.81,46.19,0,99.27,23.17,0,7.1,14.34,0,44.75,0,10.64,0,0,0.2415301532182599,0.406676663246784,0.20111164977394952,0.15068153376100657,0,0
M.Toruń,463000,197812,4,115,17.3,57.6,25.1,83.5,1702,128904,198613,64.9,197812,4,66.62,0.62,53.14,46.86,0,99.38,38.66,0,7.67,4.82,0,31.55,0,16.39,0.9,0,0.23566598805569497,0.34839812094313766,0.19318982873062152,0.22274606227054583,0,0
M.Tychy,2477000,126184,24,108,17.6,56.9,25.5,73.5,1537,79952,126871,63.02,126184,24,66.84,0.87,55.81,44.19,0,99.13,35.45,0,7.7,4.67,0,40.63,0,11.54,0,0,0.1994723354357961,0.38401308759420894,0.2534019234224437,0.16311265354755128,0,0
M.Wałbrzych,265000,108944,2,112,14.6,56.9,28.5,52.7,1278,63361,109971,57.62,108944,2,56.11,1.3,63.9,36.1,0,98.7,42.15,0,4.24,3.59,0,33.89,0,13.09,3.04,0,0,0,0,0,0,0
M.Warszawa,1465000,1792718,14,117,18.8,56.7,24.4,152.4,3471,1363587,1794166,76,1792718,14,77.07,0.53,45.59,54.41,0,99.47,42.96,0,6.37,4.94,0,28.26,0,17.47,0,0,0,0,0,0,0,0
M.Włocławek,464000,107745,4,113,15.7,57.6,26.7,66.5,1257,62453,108561,57.53,107745,4,58.62,0.99,54.05,45.95,0,99.01,29.1,0,5.87,5.53,0,34.37,0,23.51,1.63,0,0.1704357473279645,0.34395213614256137,0.22245005101383813,0.263162065515636,0,0
M.Wrocław,264000,641201,2,114,17.5,57.6,24.8,136.9,2195,470328,641928,73.27,641201,2,71.17,0.56,51,49,0,99.44,37.07,0,8.01,5.07,0,28.92,0,18.33,2.61,0,0.32247726123099535,0.4025177281273562,0.13703770865743437,0.13796730198421409,0,0
M.Zabrze,2478000,169831,24,108,15.8,59.5,24.7,94.1,2101,91431,170924,53.49,169831,24,53.43,1.13,54.25,45.75,0,98.87,32.89,0,9.42,5.31,0,36.22,0,14.05,2.11,0,0.15334407229974267,0.3496928237205637,0.27098456796580267,0.22597853601389092,0,0
M.Zamość,664000,62368,6,113,16.6,57.8,25.6,130.3,2044,33492,62785,53.34,62368,6,56.99,0.73,58.02,41.98,0,99.27,20.87,0,6.01,10.88,0,49.11,0,11.84,1.28,0,0.24648686057017627,0.41555969934062553,0.16630461946596437,0.1716488206232338,0,0
M.Zielona Góra,862000,140708,8,111,18.3,57.3,24.4,77.6,505,92766,140892,65.84,140708,8,68.07,0.79,53.1,46.9,0,99.21,35.66,0,6.39,11.43,0,26.68,0,19.83,0,0,0.28532538643183436,0.4081483238293616,0.16352330965074194,0.14300298008806211,0,0
M.Żory,2479000,62815,24,105,19.5,57.6,22.8,46.3,972,34705,62844,55.22,62815,24,63.2,0.9,54.79,45.21,0,99.1,29.01,0,7.62,5.8,0,45.35,0,10.74,1.47,0,0.14182751540041066,0.3175564681724846,0.3474948665297741,0.1931211498973306,0,0
makowski,1411000,44246,14,100,18.8,59.3,21.8,32,41,24269,44438,54.61,44246,14,56.06,1.47,64.55,35.45,0,98.53,9.65,0.3,5.76,14.93,0,62.51,0,6.2,0.64,0,0.11630906936948796,0.33423719889430037,0.2213242069237857,0.32812952481242597,3175433.18,71.76768928264703
malborski,2209000,62953,22,105,18.2,59.6,22.1,42.6,127,37910,63204,59.98,62953,22,55.46,1.25,68.84,31.16,0,98.75,35.36,0,7.22,8.88,0,33.73,0,14.82,0,0,0.1425751654836909,0.34249142674854455,0.24880373235505224,0.2661296754127123,1794750.8,28.50937683668769
miechowski,1208000,48280,12,103,17,58.2,24.8,40.4,71,29011,48464,59.86,48280,12,55.94,1.12,61.6,38.4,0,98.88,11.94,0,5.69,11.05,0.24,61.59,0,7.9,1.59,0,0.13444597876291606,0.3311985143564592,0.2378696252559402,0.29648588162468453,995573.24,20.62082104391052
mielecki,1811000,136119,18,103,18.7,60.4,20.9,34.2,154,60003,136441,43.98,136119,18,59.72,1.06,61.52,38.48,0,98.94,13.66,0,6.45,10.54,0,62.6,0.64,6.11,0,0,0.14740419975227798,0.33173626247011495,0.28835610519544114,0.23250343258216594,5504386.87,40.43804957426958
międzychodzki,3014000,36517,30,101,19.2,59.3,21.5,35.8,49,22749,36633,62.1,36517,30,56.95,1.94,72.78,27.22,0,98.06,31.31,0,5.93,9.45,0,32.49,0,20.81,0,0,0.09824644071219414,0.30550974386590823,0.33432062199185486,0.2619231934300427,3239866.64,88.72214694525837
międzyrzecki,803000,56863,8,103,17.6,59.7,22.7,46.9,41,34825,57100,60.99,56863,8,55.69,1.84,72.22,27.78,0,98.16,27.96,0,7.09,14.43,0,34.4,0,16.12,0,0,0.1321146033782339,0.33487278169766943,0.2806072268548215,0.25240538806927515,3054745.99,53.72115417758472
mikołowski,2408000,99253,24,106,20,59.3,20.8,42.8,426,59303,99202,59.78,99253,24,65.74,0.97,57.11,42.89,0,99.03,31.57,0,7.85,6.37,0,42.33,0,10.07,1.8,0,0.17278812379879382,0.344940022532971,0.3062230764132812,0.17604877725495394,3006970.89,30.296020170674943
milicki,213000,36702,2,102,19.6,58.2,22.3,42.9,51,21241,36800,57.72,36702,2,55.69,1.34,63.89,36.11,0,98.66,18.21,0,5.57,15.18,0,46.22,0,11.1,3.73,0,0.1067678341575774,0.30628006232640065,0.3271797303705711,0.2597723731454509,815051.6,22.20728025720669
miński,1412000,154988,14,105,21.1,59,19.9,32.7,133,91479,154951,59.04,154988,14,66.18,1.05,54.92,45.08,0,98.95,24.67,0.39,7.23,8.14,0,50.21,0,8.12,1.23,0,0.1661213105199617,0.3547978851837975,0.22758419716081763,0.25149660713542316,6347626.91,40.95560243373681
mławski,1413000,71978,14,104,18.5,60.7,20.7,26.2,61,39558,72269,54.74,71978,14,54.71,1.66,66.28,33.72,0,98.34,13.9,0,6.09,14.15,0,56.5,0,7.64,1.71,0,0.11799574259046995,0.3192893401015228,0.25754052726379567,0.30517439004421154,1812005.65,25.174437328072464
mogileński,409000,45267,4,104,17.9,60.2,21.9,22.2,67,25225,45482,55.46,45267,4,54.36,2.05,77.59,22.41,0,97.95,20.57,0,5.63,20.53,0,40.86,0,11.36,1.06,0,0.09807940484323996,0.28626736506490547,0.31164756193223514,0.30400566815961944,1609206.46,35.54921819426956
moniecki,2008000,39825,20,101,15.8,62.1,22.1,23.7,29,15986,40070,39.9,39825,20,48.58,1.15,62.84,37.16,0,98.85,12.53,0.24,6.41,11.65,0,63.98,0.34,4.35,0.51,0,0.09553329635550915,0.2824235701001664,0.19609122646742144,0.425951907076903,1581826.16,39.719426490897675
mrągowski,2810000,49192,28,105,17.3,61.2,21.5,29.7,46,25143,49439,50.86,49192,28,52.69,1.68,69.14,30.86,0,98.32,29.78,0,6.48,12.82,0,38.56,0.6,11.77,0,0,0.12627657687336863,0.3159828691619574,0.23719621905172195,0.32054433491295203,1654288.42,33.62921653927468
myszkowski,2409000,70111,24,108,16.5,58.9,24.6,54.6,146,38614,70486,54.78,70111,24,58.28,1.31,73.56,26.44,0,98.69,19.09,0,6.43,7.15,0,48.75,0,15.49,3.09,0,0.15453430966502105,0.34841456545508764,0.24478976839733607,0.25226135648255527,6298059.01,89.82982713126329
myślenicki,1209000,128080,12,102,21.5,60.9,17.6,44.1,191,65803,127972,51.42,128080,12,63.97,1.13,63.14,36.86,0,98.87,17.83,0,8.02,6.6,0,62.33,0,5.22,0,0,0.1306266364840759,0.2987241944064844,0.30752860913197233,0.26312055997746736,3041432.42,23.746349312929418
myśliborski,3210000,65064,32,104,17.1,59.8,23.1,34.3,55,34951,65373,53.46,65064,32,51.32,1.57,71.25,28.75,0,98.43,35.87,0,6.72,7.65,0,38.44,0,11.33,0,0,0.1239062211556212,0.3094886468525014,0.26630976555288904,0.30029536643898835,2592798.04,39.84996372802164
nakielski,410000,85866,4,102,19.4,60.5,20.1,28,76,49696,86119,57.71,85866,4,54.84,1.81,65.05,34.95,0,98.19,25.18,0,7.31,11.24,0,40.14,0,14.35,1.77,0,0.10083741375472959,0.27296628088137104,0.31703483196082793,0.30916147340307143,2971353.69,34.604543008874295
namysłowski,1606000,42477,16,105,17.8,59.7,22.6,16.9,57,23264,42543,54.68,42477,16,55.33,1.68,68.47,31.53,0,98.32,21.31,0,5.59,16.5,0,44.23,0,11.46,0,0.91,0.12857142857142856,0.33546897546897547,0.27275613275613275,0.2632034632034632,4030064.32,94.87638769216281
nidzicki,2811000,32431,28,102,18,61.3,20.7,19,34,17204,32638,52.71,32431,28,49.1,1.73,65.9,34.1,0,98.27,20.47,0,6.26,9.75,0,51.74,0.68,11.09,0,0,0.11324883054172326,0.2942130677531311,0.20710728836577638,0.38543081333936924,5902413.4,181.9991181277173
niżański,1812000,65955,18,103,16.5,63.3,20.2,21.4,84,23606,66221,35.65,65955,18,53.57,1.1,56.78,43.22,0,98.9,7.74,0,8.37,6.05,0,70.42,0.59,6.83,0,0,0.11713455953533398,0.307337044207809,0.25766376250403356,0.3178646337528235,9753419.45,147.87990978697596
nowodworski,1414000,79022,14,105,19,59.5,21.4,48.6,114,48777,79265,61.54,79022,14,61.78,1.16,61.43,38.57,0,98.84,22.1,0,5.95,12.44,0,45.14,0,12.88,1.48,0,0.11256618349101641,0.23617741515493446,0.16694514365072477,0.17500650985157537,7364090.8,93.19038748702893
nowodworski,2210000,35314,22,101,17.8,61,21.2,13,52,20365,35438,57.47,35314,22,54.55,1.48,64.47,35.53,0,98.52,40.75,0,6.4,8.22,0,34.24,0,10.4,0,0,0.03300494748719729,0.09527167780574602,0.08736220814165437,0.09366591441715129,1465266.67,41.49251486662513
nowomiejski,2812000,43556,28,100,20.3,60.7,19,27.4,63,24335,43721,55.66,43556,28,53.86,2.26,76.64,23.36,0,97.74,14.78,0,4.22,21.32,0,49.08,0,9.09,1.51,0,0.0932666321660629,0.25277442355241214,0.3206831119544592,0.3332758323270657,2779545.84,63.815452291303146
nowosądecki,1210000,217149,12,101,22.4,61.3,16.3,21.1,140,93410,217071,43.03,217149,12,63.98,1.31,61.43,38.57,0,98.69,10.2,0,6.53,6.29,0,71.84,0,5.14,0,0,0.10420178718549972,0.3167374358324355,0.2984346283034413,0.2806261486786235,6416508.7,29.54887519629379
nowosolski,804000,85321,8,106,18.1,58.6,23.3,53.5,110,49167,85733,57.35,85321,8,56.58,1.74,58.55,41.45,0,98.26,29.82,0,7.48,11.26,0,37.49,0,13.94,0,0,0.12141691245955157,0.34527934480684974,0.27427622347584546,0.2590275192577532,3999241.5,46.87288592491883
nowotarski,1211000,191420,12,104,19.8,61.5,18.7,50.3,130,74489,191646,38.87,191420,12,54.52,1.31,61.93,38.07,0,98.69,14.15,0,7.73,6.18,0,66.69,0,5.25,0,0,0.10525805706106443,0.27046228855573035,0.26742062219969137,0.3568590321835139,5655579.41,29.545394472886848
nowotomyski,3015000,75457,30,104,21,59.6,19.3,32,74,46476,75576,61.5,75457,30,61.34,1.69,70.62,29.38,0,98.31,39.59,0,6.64,10.66,0,33.81,0,9.29,0,0,0.1130217816440758,0.2937150178703891,0.35978488097646505,0.23347831950907005,1429236.43,18.94107147116901
nyski,1607000,134166,16,106,15.3,60,24.7,33.1,109,73676,134864,54.63,134166,16,53.2,1.26,62.74,37.26,0,98.74,22.85,0,5.09,9.35,0,48.13,0,13.98,0,0.6,0.12954035775458672,0.34071444968303577,0.2774098991718317,0.25233529339054583,6208961.8,46.27820610288747
obornicki,3016000,59719,30,102,20.6,59.8,19.6,25.9,84,37433,59821,62.58,59719,30,59.8,1.58,75.06,24.94,0,98.42,27.34,0,6.51,20.12,0,32.98,0,13.05,0,0,0.11305223896593856,0.30406636513686736,0.3437439711903282,0.2391374247068659,1649666.16,27.62380749845108
olecki,2813000,33807,28,100,18.6,60.4,21,28.8,38,16851,33993,49.57,33807,28,47.36,1.72,66.98,33.02,0,98.28,18.86,0,6.53,15.43,0,47.28,0.71,11.19,0,0,0.120704230528908,0.33204689969493145,0.1866798985555188,0.36056897122064174,1698087.31,50.22886709852989
oleski,1608000,63579,16,105,16.2,60.9,22.9,29,65,29543,63788,46.31,63579,16,49.22,1.53,64.8,35.2,0,98.47,19.38,0,5.64,11.18,0,41.81,0,10.95,0,11.04,0.11488137463545361,0.28619847087569955,0.3152045400803973,0.2837156144084496,1522569.34,23.947676748611965
oleśnicki,214000,107182,2,105,18.8,59.8,21.4,30.2,102,60866,107268,56.74,107182,2,57.91,1.29,64.46,35.54,0,98.71,26.86,0,6.84,9.18,0,40.38,0,12.24,4.5,0,0.13391258994084945,0.3561953983475777,0.2589229620322187,0.2509690496793542,3342587.71,31.186091974398686
olkuski,1212000,109872,12,106,16.5,58.5,25,50.9,177,66390,110471,60.1,109872,12,63.87,0.98,64.7,35.3,0,99.02,20.48,0,6.82,10.81,0.19,51.11,0,9.76,0.83,0,0.16466276737616953,0.4002163161155506,0.20466024718841555,0.23046066931986434,3586441.11,32.64199350152905
olsztyński,2814000,127769,28,103,18.8,62.2,19,27.4,45,70885,127544,55.58,127769,28,54.01,1.69,61.55,38.45,0,98.31,26.88,0,7.61,16.36,0,35.01,0.71,13.43,0,0,0.15717827164789283,0.2981342147610142,0.23196190144826687,0.31272561214282607,4391663.75,34.37190359163804
oławski,215000,76670,2,106,18.8,58.7,22.5,31,146,45608,76733,59.44,76670,2,63.06,1.06,59.29,40.71,0,98.94,27.62,0,7.06,6.84,0,43.29,0,11.51,3.67,0,0.1520585451595457,0.3601608977825852,0.26206733369388857,0.22571322336398053,2350410.74,30.65619851310813
opatowski,2606000,51149,26,101,15.9,59.8,24.3,21.2,56,25973,51525,50.41,51149,26,52.13,1.84,61.5,38.5,0,98.16,7.24,0,4.49,14.72,0,64.41,1.25,6.86,1.02,0,0.11348098325110073,0.2836471447219948,0.2615881585060955,0.3412837135208089,8322326.66,162.70751451641283
opoczyński,1007000,75109,10,102,19,59.3,21.7,25.7,72,40670,75524,53.85,75109,10,63.58,1.46,64.59,35.41,0,98.54,6.88,0,4.64,18.42,0,64.39,0,5.66,0,0,0.12109534104082464,0.2943729047216217,0.2420183601215653,0.34251339411598836,2050887.09,27.305477239744906
opolski,612000,58353,6,105,16.9,59.5,23.6,36.8,72,29253,58706,49.83,58353,6,52.45,1.42,60.83,39.17,0,98.58,12.28,0,5.97,10.8,0,62.52,0,7.12,1.32,0,0.038358134720597924,0.1157129222621016,0.08274522455673401,0.11037625519216034,4235456.1,72.5833478998509
opolski,1609000,123399,16,107,16.2,61.8,22,18.5,80,60810,123532,49.23,123399,16,49.19,1.86,73.53,26.47,0,98.14,27.14,0,5.38,11.03,0,29.45,0,9.55,0,17.44,0.09560296272398543,0.1814265166485193,0.20926590582194082,0.16651207807396057,365813.4,2.9644762113145164
ostrołęcki,1415000,88381,14,97,20.1,62.5,17.4,6,42,38202,88497,43.17,88381,14,53.98,1.62,59.8,40.2,0,98.38,8.22,0.25,6.18,12.5,0,66.62,0,5.05,1.18,0,0.10429555783609441,0.2562674094707521,0.2382202023163759,0.4012168303767776,4505406.09,50.97708885393919
ostrowiecki,2607000,106910,26,109,14.6,57.9,27.5,40.6,172,57885,107711,53.74,106910,26,54.42,1.31,57.12,42.88,0,98.69,19.36,0,6,8,0,49.49,1.48,14.54,1.14,0,0.16552231743862048,0.3423269018453288,0.2526681036748857,0.23948267704116502,17710266.08,165.65584211018611
ostrowski,1416000,71524,14,103,18,59.7,22.4,35,58,35103,71790,48.9,71524,14,58.07,1.15,62.02,37.98,0,98.85,12.42,0.25,5.21,13.18,0,63.26,0,5.14,0.54,0,0.03826165666990933,0.09467874254144797,0.07712155814159154,0.10775169199236327,4676956.86,65.39003495330239
ostrowski,3017000,161006,30,105,18.8,59.5,21.7,26.8,139,88371,161357,54.77,161006,30,61.28,1.52,69.81,30.19,0,98.48,28.82,0,6.65,10.23,0,43.23,0,11.07,0,0,0.09408049773967507,0.23901180363004543,0.2081943931456752,0.1408996561392922,23059060.88,143.21864328037464
ostródzki,2815000,103001,28,103,18.6,60.1,21.4,24.7,58,55598,103492,53.72,103001,28,51.49,2.01,72.55,27.45,0,97.99,30.35,0,6.09,10.39,0,37.64,0,12.89,2.64,0,0.11794628564652873,0.3014288255172823,0.2336159364439438,0.3470089523922452,3310333.26,32.13884583644819
ostrzeszowski,3018000,55176,30,103,19.3,60.1,20.5,19,71,28936,55265,52.36,55176,30,58.08,1.63,71.43,28.57,0,98.37,19.75,0,6.18,20.41,0,44.45,0,9.22,0,0,0.11358453931772515,0.31205833878942496,0.3207730341137426,0.2535840877791073,1345178.87,24.379782332898365
oświęcimski,1213000,152053,12,106,17.8,59,23.2,36.2,374,91977,152687,60.24,152053,12,64.96,1.01,61.95,38.05,0,98.99,27.31,0,6.25,7.73,0,48.32,0,10.38,0,0,0.1504770371311098,0.3465226294985157,0.29639801247757686,0.20660232089279762,3782449.13,24.875859930418997
otwocki,1417000,124171,14,109,20.2,57.5,22.3,79.6,201,78907,124283,63.49,124171,14,70.27,1.06,54.63,45.37,0,98.94,22.25,0,6.95,10.33,0,47.17,0,11.52,1.78,0,0.21159249754009393,0.37193779734431587,0.19804019030036213,0.2184295148152281,31308173.62,252.13756529302333
pabianicki,1008000,118681,10,112,17.1,57.8,25.1,42.8,241,71378,118941,60.01,118681,10,66.46,0.99,58.67,41.33,0,99.01,30.48,0,6.71,5.98,0,39.13,0,15.53,2.17,0,0.16983455480744403,0.3530854634650142,0.20989493336511153,0.26718504836243023,3028478.41,25.51780327095323
pajęczański,1009000,50702,10,102,17,60.4,22.7,16.3,63,25574,50952,50.19,50702,10,59.98,1.56,65.73,34.27,0,98.44,10.7,0,5.41,12.49,0,62.33,0,8.28,0.79,0,0.10699362970066442,0.27029248578669773,0.27794141151220403,0.34477247300043384,1973700.21,38.92746262474853
parczewski,613000,34104,6,101,17.5,59.4,23.1,45.7,36,16272,34372,47.34,34104,6,54.38,1.45,66.07,33.93,0,98.55,11.82,0,6.64,14.17,0,59.41,0,6.4,1.57,0,0.12506771397616467,0.334100758396533,0.2080511917659805,0.3327803358613218,1343439.6,39.392434904996485
piaseczyński,1418000,191905,14,109,22.8,58.7,18.5,74.7,311,134837,190606,70.74,191905,14,72.79,0.83,50.3,49.7,0,99.17,34.64,0,6.24,7.3,0,35.17,0,14.96,1.69,0,0.29798321915172044,0.3726272034485413,0.14306058040181666,0.18632899699792163,3107379.24,16.19227867955499
pilski,3019000,134939,30,105,18.4,59.8,21.8,20.3,106,82039,135477,60.56,134939,30,60.73,1.37,66.55,33.45,0,98.63,29.4,0,6.66,12.44,0,36.26,0,15.24,0,0,0.16369925359548515,0.3447114509375569,0.2507281995266703,0.24086109594028765,5956566.53,44.14266098014659
pińczowski,2608000,38237,26,103,15.6,58.8,25.6,27.3,62,22134,38487,57.51,38237,26,52.85,1.05,67.57,32.43,0,98.95,12.53,0,5.03,12.46,0,60.14,1.08,7.89,0.86,0,0.13837622135500718,0.3150729145271559,0.22713535400956544,0.31941551010827146,2563781.12,67.04974553443
piotrkowski,1010000,90948,10,103,19.4,59.7,21,3.4,64,48540,91208,53.22,90948,10,60.72,1.27,67.02,32.98,0,98.73,9.59,0,6.51,10.05,0,64.74,0,9.1,0,0,0.10609665927270283,0.2800026887141225,0.2485178463399879,0.3653828056731868,8690531.78,95.55495206051809
piski,2816000,55496,28,101,18,61.5,20.5,19.9,31,27071,55833,48.49,55496,28,49.33,1.74,73.67,26.33,0,98.26,17.3,0,6.38,14.88,0,51.97,0.5,8.97,0,0,0.10675736961451247,0.29891156462585033,0.20448979591836736,0.3898412698412698,6775680.57,122.09313409975495
